quote_date,item_id,price,scale_factor,scaled_price,price_portion,labels
1999-02-01,210106,0.768260866231884,0.6666666666666666,0.512173910821256,0.128043477705314,Bread rolls
1999-02-01,210403,4.007388303436427,0.5,2.0036941517182134,0.5009235379295534,Beef mince
1999-02-01,211602,1.3669853016911764,0.08333333333333333,0.11391544180759802,0.028478860451899506,Eggs
1999-02-01,212511,0.7194014103873239,0.16666666666666666,0.11990023506455397,0.029975058766138492,Lettuce
1999-02-01,212515,1.612771934877193,0.125,0.20159649185964912,0.05039912296491228,Tomatoes
1999-02-01,212519,0.6001748308741258,0.16666666666666666,0.10002913847902097,0.02500728461975524,Onions
1999-03-01,210106,0.7594160546715328,0.6666666666666666,0.5062773697810219,0.12656934244525547,Bread rolls
1999-03-01,210403,4.005017172164949,0.5,2.0025085860824743,0.5006271465206186,Beef mince
1999-03-01,211602,1.3664233656934308,0.08333333333333333,0.1138686138077859,0.028467153451946475,Eggs
1999-03-01,212511,0.6133333346875,0.16666666666666666,0.10222222244791665,0.025555555611979162,Lettuce
1999-03-01,212515,1.4930405450000002,0.125,0.18663006812500002,0.046657517031250005,Tomatoes
1999-03-01,212519,0.6011333376333333,0.16666666666666666,0.10018888960555555,0.02504722240138889,Onions
1999-04-01,210106,0.7546896500689655,0.6666666666666666,0.5031264333793103,0.12578160834482757,Bread rolls
1999-04-01,210403,4.0418339034602075,0.5,2.0209169517301038,0.5052292379325259,Beef mince
1999-04-01,211602,1.3615000094285714,0.08333333333333333,0.11345833411904761,0.028364583529761903,Eggs
1999-04-01,212511,0.5039057192255892,0.16666666666666666,0.08398428653759821,0.020996071634399552,Lettuce
1999-04-01,212515,1.452222225050505,0.125,0.18152777813131313,0.04538194453282828,Tomatoes
1999-04-01,212519,0.5982274289966555,0.16666666666666666,0.09970457149944258,0.024926142874860644,Onions
1999-05-01,210106,0.7501369812328766,0.6666666666666666,0.5000913208219178,0.12502283020547944,Bread rolls
1999-05-01,210403,4.0173263878472225,0.5,2.0086631939236113,0.5021657984809028,Beef mince
1999-05-01,211602,1.3470212863120565,0.08333333333333333,0.11225177385933804,0.02806294346483451,Eggs
1999-05-01,212511,0.5442857107317073,0.16666666666666666,0.0907142851219512,0.0226785712804878,Lettuce
1999-05-01,212515,1.4449328906040269,0.125,0.18061661132550336,0.04515415283137584,Tomatoes
1999-05-01,212519,0.6510033472575251,0.16666666666666666,0.10850055787625418,0.027125139469063544,Onions
1999-06-01,210106,0.7475342423972603,0.6666666666666666,0.49835616159817353,0.12458904039954338,Bread rolls
1999-06-01,210403,4.036562491319445,0.5,2.0182812456597223,0.5045703114149306,Beef mince
1999-06-01,211602,1.359859167253521,0.08333333333333333,0.11332159727112674,0.028330399317781686,Eggs
1999-06-01,212511,0.525435537630662,0.16666666666666666,0.08757258960511033,0.021893147401277582,Lettuce
1999-06-01,212515,1.3522260306164384,0.125,0.1690282538270548,0.0422570634567637,Tomatoes
1999-06-01,212519,0.6981570023549488,0.16666666666666666,0.11635950039249146,0.029089875098122865,Onions
1999-07-01,210106,0.7376760509859155,0.6666666666666666,0.4917840339906103,0.12294600849765258,Bread rolls
1999-07-01,210403,4.0937676070422535,0.5,2.0468838035211268,0.5117209508802817,Beef mince
1999-07-01,211602,1.3835915524647886,0.08333333333333333,0.11529929603873237,0.028824824009683093,Eggs
1999-07-01,212511,0.5290476188435375,0.16666666666666666,0.08817460314058957,0.022043650785147393,Lettuce
1999-07-01,212515,1.3449484602061854,0.125,0.16811855752577318,0.042029639381443294,Tomatoes
1999-07-01,212519,0.6896969696969697,0.16666666666666666,0.11494949494949494,0.028737373737373735,Onions
1999-08-01,210106,0.74062499375,0.6666666666666666,0.49374999583333334,0.12343749895833334,Bread rolls
1999-08-01,210403,4.064676252517986,0.5,2.032338126258993,0.5080845315647482,Beef mince
1999-08-01,211602,1.3947445261313869,0.08333333333333333,0.11622871051094891,0.029057177627737227,Eggs
1999-08-01,212511,0.4973972546232877,0.16666666666666666,0.08289954243721462,0.020724885609303655,Lettuce
1999-08-01,212515,1.2552203468135594,0.125,0.15690254335169493,0.03922563583792373,Tomatoes
1999-08-01,212519,0.6630976432659933,0.16666666666666666,0.11051627387766555,0.027629068469416387,Onions
1999-09-01,210106,0.7532191725342465,0.6666666666666666,0.502146115022831,0.12553652875570775,Bread rolls
1999-09-01,210403,4.048978876408451,0.5,2.0244894382042253,0.5061223595510563,Beef mince
1999-09-01,211602,1.4010370366666667,0.08333333333333333,0.11675308638888889,0.02918827159722222,Eggs
1999-09-01,212511,0.5791608342657342,0.16666666666666666,0.09652680571095569,0.024131701427738923,Lettuce
1999-09-01,212515,1.3960544253061224,0.125,0.1745068031632653,0.043626700790816327,Tomatoes
1999-09-01,212519,0.6041275217785235,0.16666666666666666,0.10068792029642057,0.025171980074105142,Onions
1999-10-01,210106,0.7546153793706294,0.6666666666666666,0.5030769195804196,0.1257692298951049,Bread rolls
1999-10-01,210403,4.04586572614841,0.5,2.022932863074205,0.5057332157685512,Beef mince
1999-10-01,211602,1.3742657353846153,0.08333333333333333,0.1145221446153846,0.02863053615384615,Eggs
1999-10-01,212511,0.601493055625,0.16666666666666666,0.10024884260416667,0.025062210651041666,Lettuce
1999-10-01,212515,1.5718430042320821,0.125,0.19648037552901026,0.049120093882252566,Tomatoes
